+10.36163	 +12.85218	 +2.49055
+12.85218	 +13.68537	 +0.83319
+13.68537	 +13.93442	 +0.24905
+13.93442	 +14.00238	 +0.06795
+14.00238	 +14.01994	 +0.01756
+14.01994	 +14.02437	 +0.00443
+14.02437	 +14.02548	 +0.00111
+14.02548	 +14.02576	 +0.00028
+14.02576	 +14.02583	 +0.00007
+14.02583	 +14.02585	 +0.00002
+14.02585	 +14.02585	 +0.00000
Valor de la integral = 14.025849
